Task ID,Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Project Name,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text
3rk4m8,"Open University- fajna alternatywa","null",to do,1582194695460,"2/20/2020, 11:31:35 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
5rq0nn,"Covariance matrix is symmetric and semipositive","null",to decide,1591427510137,"6/6/2020, 9:11:50 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",3,"PROBALISTICS","MATH","SPRINTS","3600000","1 h ","{}","[]","",,0,
62t16u,"1. Create desktop cleaner. 2. Show current task on desktop.","null",not to do,1592811305035,"6/22/2020, 9:35:05 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
2whcen,"dotacje unijne","null",to do,1576765972927,"12/19/2019, 3:32:52 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"AI - break through","hidden","M.A.R.A.T.H.O.N.S","","","{}","[]","",,0,
4ppqcf,"|A|^(-1) = 1 / |A|","null",to do,1587060774863,"4/16/2020, 8:12:54 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",2,"ALGEBRA","MATH","SPRINTS","","","{}","[]","",,0,
2ynd33,"Buy drum","null",not to do,1577988533956,"1/2/2020, 7:08:53 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",1,"ORGANISATION","hidden","SPRINTS","3600000","1 h ","{}","[]","",,0,
32g1ka,"egpu m2","null",complete,1578508143709,"1/8/2020, 7:29:03 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
2ync0r,"Cupking","null",to do,1577987702537,"1/2/2020, 6:55:02 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"AI - break through","hidden","M.A.R.A.T.H.O.N.S","","","{}","[]","",,0,
62jtbp,"P value meaning","null",complete,1592556712176,"6/19/2020, 10:51:52 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","1800000","30 m","{}","[]","",,0,
3rkgz4,"Jenkins","\n\n",to do,1582200184359,"2/20/2020, 1:03:04 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"PYTHON - get skills","hidden","M.A.R.A.T.H.O.N.S","86400000","24 h ","{}","[]","",,0,
5ehw16,"Swagger - enable PUT testing","null",not to do,1590051527705,"5/21/2020, 10:58:47 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",3,"DJANGO","hidden","SPRINTS","3600000","1 h ","{}","[]","",,0,
5mmhat,"ideas for simple YT channel (as LR Shion)","null",to do,1590948883275,"5/31/2020, 8:14:43 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ideas for 10 ideas","hidden","[worries]","","","{}","[]","",,0,
64r1qz,"9. Polls","null",to do,1592986670715,"6/24/2020, 10:17:50 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
50m3gj,"first implementation","null",complete,1588492426548,"5/3/2020, 9:53:46 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","14400000","4 h ","{}","[]","",,0,
2gerk1,"[git] issue - Lucy Bitbucket (stash, go back with branch)","1) dodala cos na maserze, ale nie bylo commita\n2) zalozmy, ze bylby commit i master przesunalby sie do przo du (wystarczy cofnąć?,a moze nie?. Może na bitbucketa jest wrzucany tylko jeden branch. Co gdybym chciał zrobić brancha całkiem lokalnego?)\n",complete,1574064024221,"11/18/2019, 9:00:24 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
66ubkd,"upgrade desk","null",not to do,1593329645896,"6/28/2020, 9:34:05 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
5mmjcu,"book about housing crisis","null",not to do,1590950011148,"5/31/2020, 8:33:31 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"ORGANISATION","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
3rmqrw,"$sql$ - tidy","null",complete,1582223845996,"2/20/2020, 7:37:25 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"DATA ANALYST","hidden","SPRINTS","3600000","1 h ","{}","[]","",,0,
2yned1,"Laptop","null",complete,1577990495650,"1/2/2020, 7:41:35 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","115200000","32 h ","{}","[]","",,0,
5wp48p,"Error over time plot","https://statisticsbyjim.com/regression/ols-linear-regression-assumptions/ - ass. no 4\n",to decide,1591884796521,"6/11/2020, 4:13:16 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"ML 1-2","MATH","SPRINTS","2700000","45 m","{}","[]","",,0,
3jm72n,"Pomysł - mapa osób, którym zazdroszczę kariery i ktore odrzucic","null",to do,1581331707476,"2/10/2020, 11:48:27 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
3ckdkh,"Argument za google - dużo kasy, szybicej startup.","null",to do,1580273073710,"1/29/2020, 5:44:33 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
62jguh,"Jim part 3","Model Specification: Choosing the Correct Regression Model\nWhen Do You Need to Standardize the Variables in a Regression Model?\nhttps://statisticsbyjim.com/regression/overfitting-regression-models/\nhttps://statisticsbyjim.com/glossary/prediction-intervals/\nhttps://statisticsbyjim.com/regression/data-mining-select-regression-models/\n",to decide,1592553417016,"6/19/2020, 9:56:57 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","","","{}","[]","",,0,
32f1qr,"are these slots form GPU?","null",complete,1578491578003,"1/8/2020, 2:52:58 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
3rk506,"a może warto przegrać wszystko?","null",to do,1582194876210,"2/20/2020, 11:34:36 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
5yk915,"Model Retraining","null",to decide,1592155896519,"6/14/2020, 7:31:36 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","","","{}","[]","",,0,
5ynbya,"jak przeskakiwac miedzy bashami nie wchodzac do innego okna","null",not to do,1592217567701,"6/15/2020, 12:39:27 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"DOCKER","hidden","SPRINTS","","","{}","[]","",,0,
3rmqrd,"hypothesis testing - types (F, T) - interpretation","null",to do,1582223799048,"2/20/2020, 7:36:39 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"DATA ANALYST","hidden","SPRINTS","14400000","4 h ","{}","[]","",,0,
5mnauj,"instagram dla mnie i natalii - przeniesienie obecnych danych z telefonów","null",not to do,1590995647683,"6/1/2020, 9:14:07 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"ORGANISATION","hidden","SPRINTS","14400000","4 h ","{}","[]","",,0,
2gevb3,"get from data from JIRA on three ways: Python, Node request, Node HTMLHttpRequest","null",complete,1574065712050,"11/18/2019, 9:28:32 AM GMT+1",,"",,"",2cjy30,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
3pq21u,"a może elitaryzm jest tylko w mojej głowie?","null",to do,1582038990899,"2/18/2020, 4:16:30 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
5mmk4d,"block (4programmers & memes)","null",not to do,1590950925959,"5/31/2020, 8:48:45 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"ORGANISATION","hidden","SPRINTS","3600000","1 h ","{}","[]","",,0,
4yqnhy,"not always P(outcome_1) = P(outcome_2)","null",complete,1588255508898,"4/30/2020, 4:05:08 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"PROBALISTICS","MATH","SPRINTS","","","{}","[]","",,0,
66ud3b,"Enable topics as GLM to processed by the MENTOR","null",in progress,1593332803695,"6/28/2020, 10:26:43 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",2,"ML 1-2","MATH","SPRINTS","1800000","30 m","{}","[]","",,0,
56mnpv,"loza_szydercow - kontakty, pukanie","null",to do,1589280847224,"5/12/2020, 12:54:07 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
66my03,"Feature engineering","null",to decide,1593099424146,"6/25/2020, 5:37:04 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","","","{}","[]","",,0,
62jwt5,"P value is not a error rate","Jim: \n	Types of Errors in Hypothesis Testing\n	Five P Value Tips to Avoid Being Fooled by False Positives and other Misleading Hypothesis Test Results\n	What is the Relationship Between the Reproducibility of Experimental Results and P Values?\n	Difference between Descriptive and Inferential Statistics\n	How Hypothesis Tests Work: Significance Levels (Alpha) and P values\nSpecial:\n	http://www.dcscience.net/Sellke-Bayarri-Berger-calibration-of-P-2001.pdf\n",to decide,1592557917922,"6/19/2020, 11:11:57 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",1,"ML 1-2","MATH","SPRINTS","14400000","4 h ","{}","[]","",,0,
64qhx6,"0.  Zaplanuj taski.","null",complete,1592976642016,"6/24/2020, 7:30:42 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
66jceq,"3. Zaplanowanie tasków.","null",complete,1593067420854,"6/25/2020, 8:43:40 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
2ynd35,"Try some aroma","\n \n",not to do,1577988551440,"1/2/2020, 7:09:11 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",3,"ORGANISATION","hidden","SPRINTS","3600000","1 h ","{}","[]","",,0,
3mfqqx,"Przypomnij kangurka - jak lubiles rozkmniniac","null",to do,1581441244940,"2/11/2020, 6:14:04 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
3rh26p,"[git] - rebase vs merge","null",complete,1582122805443,"2/19/2020, 3:33:25 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
2gdfdt,"get, post, put, patch, delete","null",not to do,1573928448408,"11/16/2019, 7:20:48 PM GMT+1",,"",,"",2cjy30,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","10800000","3 h ","{}","[]","",,0,
40qqjv,"teamviewer - rethink","null",complete,1583597989639,"3/7/2020, 5:19:49 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
62jeem,"beta^ distribution IS normal","Wychodzi na to, ze jest on mulvirariate conditional normal.\nZ tąd wynikają P values.\n",to decide,1592552136600,"6/19/2020, 9:35:36 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",3,"ML 1-2","MATH","SPRINTS","7200000","2 h ","{}","[]","",,0,
3metnk,"Ric shopa - od razu firma","null",to do,1581425690271,"2/11/2020, 1:54:50 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
3rmqrg,"Markov Random fields - getting started","null",to do,1582223808887,"2/20/2020, 7:36:48 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"DATA ANALYST","hidden","SPRINTS","28800000","8 h ","{}","[]","",,0,
2yncdp,"Habit app - sync with web","null",complete,1577988014960,"1/2/2020, 7:00:14 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
5amcec,"REST API - wtf is it?","null",complete,1589790691282,"5/18/2020, 10:31:31 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"DJANGO","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
3uf4t9,"$python$ - repeat","null",complete,1582379396717,"2/22/2020, 2:49:56 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"DATA ANALYST","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
3anpxe,"2x 2070 super vs 2080 ti - znalexc kartke","\n",complete,1580052847952,"1/26/2020, 4:34:07 PM GMT+1",,"",,"",2yned1,"[{""title"":""rtx_comparison.xlsx"",""url"":""https://t2442598.p.clickup-attachments.com/t2442598/8d245081-f922-46ea-97e3-42aa998a6518/rtx_comparison.xlsx""}]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","10800000","3 h ","{}","[]","",,0,
64t5fb,"try on single container","null",to do,1592999529664,"6/24/2020, 1:52:09 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
62kuw1,"TRADEOFF: prediciton vs significance","Predykcje mierzy R. Significance mierzy F.\nDobierz tak dwa zbiory danych, by jeden miał dużę R, małe F, a drugi na odwót.\nInnymi słowy: ""jeden dobrze modeluje, ale jest mało prawdopodobny"" (lol), a drugi ""kiepsko modeluje, ale jest prawdopodobny"").\n\nJAkby co \nhttps://statisticsbyjim.com/regression/interpret-r-squared-regression/\nsłowo: 	R-squared has Limitations\n",to decide,1592569302344,"6/19/2020, 2:21:42 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",2,"ML 1-2","MATH","SPRINTS","7200000","2 h ","{}","[]","",,0,
64j45w,"3. Create admin","null",complete,1592831655521,"6/22/2020, 3:14:15 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
5amcah,"business logic - where to store it?","null",complete,1589790657300,"5/18/2020, 10:30:57 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"DJANGO","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
5rpz7a,"Affirmation - create  CI/CD","null",not to do,1591421500812,"6/6/2020, 7:31:40 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",2,"ORGANISATION","hidden","SPRINTS","10800000","3 h ","{}","[]","",,0,
2yne2d,"Buy cage+lock x2","null",complete,1577989969925,"1/2/2020, 7:32:49 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
5rn0xv,"J formula => J is convex & quadratic","null",not to do,1591359482693,"6/5/2020, 2:18:02 PM GMT+2",,"",,"",58r6jn,"[]","[Pawel Brysch]","[]",4,"ANALYSIS","MATH","SPRINTS","1800000","30 m","{}","[]","",,0,
5mmgw1,"Linux course","null",course,1590948230782,"5/31/2020, 8:03:50 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",1,"LINUX","hidden","SPRINTS","","","{}","[]","",,0,
3wkepy,"teamviewer - review","null",complete,1582830488745,"2/27/2020, 8:08:08 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
2pj58n,"python - pickle","null",not to do,1575453951256,"12/4/2019, 11:05:51 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
62rza6,"find phone and make alert (dziekanat)","null",complete,1592810456148,"6/22/2020, 9:20:56 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
42f28j,"psu","null",complete,1583651446888,"3/8/2020, 8:10:46 AM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
5yjyfw,"home.pl - wyjasnienie sprawy","null",complete,1592140547284,"6/14/2020, 3:15:47 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","1200000","20 m","{}","[]","",,0,
66ubkf,"tuition - full clear","null",not to do,1593329656748,"6/28/2020, 9:34:16 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
2ync1e,"Read 1 book about start ups and percentages of shares.","null",to do,1577987757493,"1/2/2020, 6:55:57 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"COMPANY - launch 1st","hidden","M.A.R.A.T.H.O.N.S","","","{}","[]","",,0,
62k7qb,"Repo refining","null",in progress,1592562002298,"6/19/2020, 12:20:02 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"ML 1-2","MATH","SPRINTS","10800000","3 h ","{}","[]","",,0,
64t7km,"try to run CarMaker and connect later","null",to do,1593000021986,"6/24/2020, 2:00:21 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
2yncux,"Soft, which shut down phone after 20:00","null",complete,1577988455761,"1/2/2020, 7:07:35 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
5pptf6,"Protocol Deep Dive: SSH and Telnet","null",not to do,1591207118915,"6/3/2020, 7:58:38 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"LINUX","hidden","SPRINTS","","","{}","[]","",,0,
62t00v,"C1. Read about meaning of each HTTP field","null",to do,1592810707406,"6/22/2020, 9:25:07 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
2yncg5,"1 no-fap week","null",complete,1577988224282,"1/2/2020, 7:03:44 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","60000","1 m","{}","[]","",,0,
64jfwe,"3. AGH","null",complete,1592835758014,"6/22/2020, 4:22:38 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"16-20","hidden","WORK","","","{}","[]","",,0,
3uf77t,"python - for loop performance","null",not to do,1582385379730,"2/22/2020, 4:29:39 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
3phkyc,"python - json - Object of type 'sth' is not JSON serializable","null",not to do,1581923779863,"2/17/2020, 8:16:19 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","5400000","1 h 30 m","{}","[]","",,0,
3efa82,"Po co biznes, skoro można być quantem (Borowiec) lub nie wiadomo czym w Jane Street","null",to do,1580400542847,"1/30/2020, 5:09:02 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
3mfwun,"USA - Jomy nie wywalili po rzuceniu pracy","null",to do,1581447576212,"2/11/2020, 7:59:36 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
3rfx1b,"git - notepad choose","null",complete,1582110394645,"2/19/2020, 12:06:34 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",3,"Better Programmer","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
66ud5n,"Enable topics as above ""Enable topics .."" to have proper specification.","null",complete,1593332885906,"6/28/2020, 10:28:05 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","900000","15 m","{}","[]","",,0,
3aky1w,"instalacja windowsa","null",complete,1579883695299,"1/24/2020, 5:34:55 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","3600000","1 h ","{}","[]","",,0,
5rq0uu,"E[(Z-E(Z))(Z-E(Z))^T] = E[ZZ^T]-(E[Z])(E[Z])^T   (2 forms of covariance)","null",to decide,1591427907328,"6/6/2020, 9:18:27 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"PROBALISTICS","MATH","SPRINTS","3600000","1 h ","{}","[]","",,0,
5rnzpd,"GLM - read more - 2 yt videos, 1 wiki, 2 articles","Załóżmy, że mamy Bernouliego.\nMożemy CDF rozłożyć na wskazany sposób [T(y)=y, a(n) = ln(1+e^n)), b(y)=y]. \nAle może istnieją też inne sposoby? I może wtedy dostaniemy inne h(x)? I co za tym idzie inną output? (wyniki pójdą do inncyh szufladek?)\n",in progress,1591370693714,"6/5/2020, 5:24:53 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",3,"ML 1-2","MATH","SPRINTS","3600000","1 h ","{}","[]","",,0,
3rkgz5,"Docker","null",to do,1582200185410,"2/20/2020, 1:03:05 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"PYTHON - get skills","hidden","M.A.R.A.T.H.O.N.S","144000000","40 h ","{}","[]","",,0,
5yp8tx,"dlaczego trzeba wpierw budowac obraz, a dopiero pozniej mozna dzialac ?","null",not to do,1592228631133,"6/15/2020, 3:43:51 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"DOCKER","hidden","SPRINTS","","","{}","[]","",,0,
66ubwx,"git - temporary untrack files","https://stackoverflow.com/questions/6964297/untrack-files-from-git-temporarily\n",not to do,1593330345971,"6/28/2020, 9:45:45 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
42jxad,"WAR - gniazdko opis","null",complete,1583775263693,"3/9/2020, 6:34:23 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
3uf7nr,"hypothesis testing - repeat","repeat hypothesis testing\n",complete,1582386260180,"2/22/2020, 4:44:20 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"DATA ANALYST","hidden","SPRINTS","10800000","3 h ","{}","[]","",,0,
66ubp2,"remote horse","null",not to do,1593329883347,"6/28/2020, 9:38:03 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
3ejerz,"parallesism","null",complete,1580537916640,"2/1/2020, 7:18:36 AM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
66ubzm,"API - __init__","https://towardsdatascience.com/@deppen8\n",not to do,1593330613302,"6/28/2020, 9:50:13 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
62t11c,"1. Change habitify to faster app 2.make it pop-up. 3. Make it possible to check all in one moment.","null",not to do,1592811231056,"6/22/2020, 9:33:51 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
32f17t,"which thunderbolt has each pc?","null",complete,1578491380072,"1/8/2020, 2:49:40 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
2jj2hu,"pytest + pycharm (efekt: puszczanie 1 (!) modułu, po czym fajny widoczek)","null",complete,1574598133064,"11/24/2019, 1:22:13 PM GMT+1",,"",,"",2gn8wq,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
50m3hy,"when X^T*X is invertible","null",to do,1588492543202,"5/3/2020, 9:55:43 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"ALGEBRA","MATH","SPRINTS","3600000","1 h ","{}","[]","",,0,
2ynejx,"Guitar - olx sell","null",complete,1577990683798,"1/2/2020, 7:44:43 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","900000","15 m","{}","[]","",,0,
5wrgj5,"Differences between errors and residuals","1) Note that, because of the definition of the sample mean, the sum of the residuals within a random sample is necessarily zero, and thus the residuals are necessarily not independent. The statistical errors, on the other hand, are independent, and their sum within the random sample is almost surely not zero.\n\n2) Error estimates (residuals) are uncorrelated\nhttps://stats.stackexchange.com/questions/263324/how-can-the-regression-error-term-ever-be-correlated-with-the-explanatory-variab  \n\n",to decide,1591958906885,"6/12/2020, 12:48:26 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",3,"ML 1-2","MATH","SPRINTS","3600000","1 h ","{}","[]","",,0,
5mnbxc,"biohacking intro","\n \n",not to do,1590996283480,"6/1/2020, 9:24:43 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","10800000","3 h ","{}","[]","",,0,
62m2fr,"Precision doesnt depend on multicollinearity.","Są trzy mierniki precyzji:\nR-squared, predicted R-squared, standard error of regression -  póki co nie wiemy, jak się je liczy i ktory jest najwazniejszy. I co to w ogóle jest precyzja.\n\nWiemy czym jest multicollinearity. (wspolczynnik korelacji miedzy dwoma X-ami.) Trzeba by wykazać, ze miernik precyzji w ogóle od tego nie zależy.\n",to decide,1592572258531,"6/19/2020, 3:10:58 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",2,"ML 1-2","MATH","SPRINTS","1800000","30 m","{}","[]","",,0,
5ehw0v,"Stash vs artifact","null",not to do,1590051516432,"5/21/2020, 10:58:36 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"JENKINS","hidden","SPRINTS","","","{}","[]","",,0,
2yehn4,"how to find troll on internet?","null",to do,1577374241059,"12/26/2019, 4:30:41 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"COMPANY - launch 1st","hidden","M.A.R.A.T.H.O.N.S","","","{}","[]","",,0,
38m9cp,"resolve easy issues","null",complete,1579627099773,"1/21/2020, 6:18:19 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
5rq0zw,"Resolve logmax problem for GDA (if it is not within Problem Set)","null",to decide,1591428111028,"6/6/2020, 9:21:51 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",3,"ML 1-2","MATH","SPRINTS","7200000","2 h ","{}","[]","",,0,
5ajnm0,"Jim part 1 - assumptions","null",complete,1589727802831,"5/17/2020, 5:03:22 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","7200000","2 h ","{}","[]","",,0,
3ehk0h,"python - sys.path VS os.getcwd() VS __file__","null",not to do,1580481981554,"1/31/2020, 3:46:21 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","3600000","1 h ","{}","[]","",,0,
